Place,Status,Region,Lat,Lon,Elev,Pop,Bed,Bath,Price,isFurnished
Legion,1,1,5.65,-0.18,249,445789,2,2,250,0
Legon,1,1,5.65,-0.18,249,445789,2,2,250,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,5,550,0
Ablemkpe,1,1,5.61,-0.22,269,800486,4,4,21756,1
Ablenkpe,1,1,5.61,-0.22,269,800486,4,4,21756,1
Ajiringano,1,1,5.63,-0.13,232,437914,3,3,652,0
Ajiringano,1,1,5.63,-0.13,232,437914,3,4,8158,1
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,815,0
South La Estate,1,1,5.55,-0.16,0,428301,2,2,843,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,21756,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,21756,1
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,21756,1
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,21756,1
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,21756,1
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,21756,1
East Ridge,1,1,5.56,-0.19,282,575806,3,3,1903,0
North Kaneshie,1,1,5.59,-0.24,331,810299,3,3,1903,0
North Ridge,1,1,5.57,-0.19,282,575806,3,3,1903,0
West Ridge,1,1,5.56,-0.20,298,623367,3,3,1903,0
Ablemkpe,1,1,5.61,-0.22,269,800486,2,2,543,0
Ablenkpe,1,1,5.61,-0.22,269,800486,2,2,543,0
Cantonments,1,1,5.58,-0.18,259,678313,1,1,12509,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,1903,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,13597,1
Cantonments,1,1,5.58,-0.18,259,678313,3,4,2719,0
Cantonments,1,1,5.58,-0.18,259,678313,5,5,3263,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1359,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1359,0
Katamanso,3,1,5.75,-0.08,246,74381,5,4,67986,1
Ofako,2,1,5.59,-0.45,249,16986,2,1,850,0
Ofako,1,1,5.66,-0.27,246,407491,2,1,850,0
Ofakor,2,1,5.59,-0.45,249,16986,2,1,850,0
Ofankor,1,1,5.66,-0.27,246,407491,2,1,850,0
East Ridge,1,1,5.56,-0.19,282,575806,2,2,12509,1
North Ridge,1,1,5.57,-0.19,282,575806,2,2,12509,1
West Ridge,1,1,5.56,-0.20,298,623367,2,2,12509,1
East Ridge,1,1,5.56,-0.19,282,575806,4,4,2447,0
North Ridge,1,1,5.57,-0.19,282,575806,4,4,2447,0
West Ridge,1,1,5.56,-0.20,298,623367,4,4,2447,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,5,5,2175,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,5,5,2175,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,5,5,2175,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,5,5,2175,0
Industrial Area,1,1,5.64,-0.12,232,366550,5,5,2175,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,5,5,2175,0
East Ridge,1,1,5.56,-0.19,282,575806,3,2,652,0
North Ridge,1,1,5.57,-0.19,282,575806,3,2,652,0
Roman Bridge,1,1,5.60,-0.20,259,779245,3,2,652,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,3360,0
Legion,1,1,5.65,-0.18,249,445789,6,7,1903,0
Legon,1,1,5.65,-0.18,249,445789,6,7,1903,0
Odumasi,3,1,5.76,-0.58,830,26429,5,5,120,0
Odumasi,1,1,5.67,-0.31,246,214924,5,5,120,0
Legion,1,1,5.65,-0.18,249,445789,4,5,550,0
Legon,1,1,5.65,-0.18,249,445789,4,5,550,0
Legion,1,1,5.65,-0.18,249,445789,4,5,540,0
Legon,1,1,5.65,-0.18,249,445789,4,5,540,0
Oyamfa,1,1,5.74,-0.18,239,124661,3,4,150,0
Oyarifa,1,1,5.74,-0.18,239,124661,3,4,150,0
Oyauifa,1,1,5.74,-0.18,239,124661,3,4,150,0
Santa Maria,1,1,5.60,-0.26,305,670720,3,4,150,0
Achiaman,1,1,5.70,-0.33,236,122026,3,3,4895,1
Achimota,1,1,5.62,-0.23,272,689820,3,3,4895,1
Achimota Forest,1,1,5.62,-0.22,259,702116,3,3,4895,1
Awchioma,3,1,5.77,-0.28,830,63716,3,3,4895,1
New Achimota,1,1,5.63,-0.26,265,587895,3,3,4895,1
Legion,1,1,5.65,-0.18,249,445789,,,1752,0
Legon,1,1,5.65,-0.18,249,445789,,,1752,0
Ahireso,2,1,5.62,-0.52,830,16986,4,4,250,0
Algoboshie,1,1,5.63,-0.25,255,610816,4,4,250,0
Ashieye,1,1,5.75,-0.15,242,105602,4,4,250,0
Awoshie,1,1,5.59,-0.28,374,669123,4,4,250,0
Oshien,1,1,5.50,-0.35,0,145916,4,4,250,0
Oshiyie,1,1,5.75,-0.15,242,105602,4,4,250,0
Oshiyie,1,1,5.50,-0.35,0,145916,4,4,250,0
Teshie,1,1,5.61,-0.10,219,342210,4,4,250,0
Teshie,1,1,5.58,-0.11,229,309098,4,4,250,0
Legion,1,1,5.65,-0.18,249,445789,4,5,353,0
Legon,1,1,5.65,-0.18,249,445789,4,5,353,0
Oyamfa,1,1,5.74,-0.18,239,124661,4,4,353,0
Oyarifa,1,1,5.74,-0.18,239,124661,4,4,353,0
Oyauifa,1,1,5.74,-0.18,239,124661,4,4,353,0
Santa Maria,1,1,5.60,-0.26,305,670720,4,4,353,0
Trade Center,1,1,5.57,-0.15,246,490578,3,3,652,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,3807,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,3818,0
Sakumona,1,1,5.62,-0.05,236,144279,4,3,190,0
Adentan,1,1,5.70,-0.17,249,214429,3,5,250,0
Ablemkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Ablenkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Kasoa,2,1,5.53,-0.42,246,16999,3,4,350,0
Abeka,1,1,5.60,-0.24,311,762968,5,3,170,0
Ablekuma,1,1,5.63,-0.10,219,291345,5,3,170,0
Abrekuma,1,1,5.63,-0.31,242,309887,5,3,170,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,120,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,10,6,4351,0
Kaneshie,1,1,5.57,-0.24,360,760346,5,4,815,0
North Kaneshie,1,1,5.59,-0.24,331,810299,5,4,815,0
North Labone Estate,1,1,5.57,-0.18,262,618458,5,4,815,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,3,3,20625,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,3,3,20625,1
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,3,3,20625,1
East Legon Residential Area,1,1,5.63,-0.16,242,558807,3,3,20625,1
Industrial Area,1,1,5.64,-0.12,232,366550,3,3,20625,1
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,3,3,20625,1
Bortianor,1,1,5.51,-0.34,0,204399,5,3,160,0
Botiana,1,1,5.51,-0.34,0,204399,5,3,160,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,300,0
Ablemkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Ablenkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Kasoa,2,1,5.53,-0.42,246,16999,3,4,350,0
Abeka,1,1,5.60,-0.24,311,762968,5,3,170,0
Ablekuma,1,1,5.63,-0.10,219,291345,5,3,170,0
Abrekuma,1,1,5.63,-0.31,242,309887,5,3,170,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,120,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,10,6,4351,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,3,3,20625,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,3,3,20625,1
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,3,3,20625,1
East Legon Residential Area,1,1,5.63,-0.16,242,558807,3,3,20625,1
Industrial Area,1,1,5.64,-0.12,232,366550,3,3,20625,1
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,3,3,20625,1
Kaneshie,1,1,5.57,-0.24,360,760346,5,4,815,0
North Kaneshie,1,1,5.59,-0.24,331,810299,5,4,815,0
North Labone Estate,1,1,5.57,-0.18,262,618458,5,4,815,0
Bortianor,1,1,5.51,-0.34,0,204399,5,3,160,0
Botiana,1,1,5.51,-0.34,0,204399,5,3,160,0
Legion,1,1,5.65,-0.18,249,445789,4,4,979,0
Legon,1,1,5.65,-0.18,249,445789,4,4,979,0
Legion,1,1,5.65,-0.18,249,445789,4,4,22000,1
Legon,1,1,5.65,-0.18,249,445789,4,4,22000,1
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,435,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1760,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1760,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,4,1925,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,702,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,702,0
East Ridge,1,1,5.56,-0.19,282,575806,5,6,3780,0
North Ridge,1,1,5.57,-0.19,282,575806,5,6,3780,0
Roman Bridge,1,1,5.60,-0.20,259,779245,5,6,3780,0
Legion,1,1,5.65,-0.18,249,445789,5,6,1890,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1890,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,5,6,2447,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,5,6,2447,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,5,6,2447,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,5,6,2447,0
Industrial Area,1,1,5.64,-0.12,232,366550,5,6,2447,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,5,6,2447,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1890,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1890,0
Ajiringano,1,1,5.63,-0.13,232,437914,8,8,1890,0
Ofako,2,1,5.59,-0.45,249,16986,4,4,150,0
Ofako,1,1,5.66,-0.27,246,407491,4,4,150,0
Ofakor,2,1,5.59,-0.45,249,16986,4,4,150,0
Ofankor,1,1,5.66,-0.27,246,407491,4,4,150,0
Lateman,3,1,5.75,-0.15,242,80913,6,6,8100,1
Teiman,1,1,5.75,-0.18,259,110264,6,6,8100,1
Tema,1,1,5.62,-0.02,0,109449,6,6,8100,1
Temma,1,1,5.62,-0.02,0,109449,6,6,8100,1
Legion,1,1,5.65,-0.18,249,445789,4,5,13500,1
Legon,1,1,5.65,-0.18,249,445789,4,5,13500,1
Ablemkpe,1,1,5.61,-0.22,269,800486,4,5,2160,0
Ablenkpe,1,1,5.61,-0.22,269,800486,4,5,2160,0
Legion,1,1,5.65,-0.18,249,445789,4,4,11880,1
Legon,1,1,5.65,-0.18,249,445789,4,4,11880,1
Legion,1,1,5.65,-0.18,249,445789,4,4,1890,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1890,0
Ajiringano,1,1,5.63,-0.13,232,437914,5,5,1350,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,1188,0
Ajiringano,1,1,5.63,-0.13,232,437914,3,2,13500,1
Achimota,1,1,5.62,-0.23,272,689820,7,5,810,0
New Achimota,1,1,5.63,-0.26,265,587895,7,5,810,0
Legion,1,1,5.65,-0.18,249,445789,5,5,1890,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1890,0
Ajiringano,1,1,5.63,-0.13,232,437914,5,5,1350,0
Ajiringano,1,1,5.63,-0.13,232,437914,6,5,648,0
Ajiringano,1,1,5.63,-0.13,232,437914,5,4,1350,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,3,540,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,29700,1
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,1188,0
Legon,1,1,5.65,-0.18,249,445789,4,4,5670,1
Ajiringano,1,1,5.63,-0.13,232,437914,5,4,1350,0
Legon,1,1,5.65,-0.18,249,445789,4,4,5670,1
Ajiringano,1,1,5.63,-0.13,232,437914,5,4,1350,0
Ajiringano,1,1,5.63,-0.13,232,437914,3,3,326,0
Mpehuasem,1,1,5.65,-0.16,246,455452,4,5,1087,0
Mpehuasem,1,1,5.60,-0.22,282,795393,4,5,1087,0
Mpehuasem,3,1,5.79,-0.29,830,55482,4,5,1087,0
Mpuase,1,1,5.53,-0.27,370,509656,4,5,1087,0
Papase,3,1,5.76,-0.38,246,66572,4,5,1087,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,3263,0
Legon,1,1,5.65,-0.18,249,445789,4,5,350,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,9790,1
Legon,1,1,5.65,-0.18,249,445789,4,5,380,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,5,350,0
Legion,1,1,5.65,-0.18,249,445789,4,5,652,0
Legon,1,1,5.65,-0.18,249,445789,4,5,652,0
Legon,1,1,5.65,-0.18,249,445789,3,3,200,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,6527,1
Legion,1,1,5.65,-0.18,249,445789,4,5,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1087,0
East Ridge,1,1,5.56,-0.19,282,575806,3,2,1631,0
North Kaneshie,1,1,5.59,-0.24,331,810299,3,2,1631,0
North Ridge,1,1,5.57,-0.19,282,575806,3,2,1631,0
West Ridge,1,1,5.56,-0.20,298,623367,3,2,1631,0
Legion,1,1,5.65,-0.18,249,445789,3,3,1631,0
Legon,1,1,5.65,-0.18,249,445789,3,3,1631,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,3,3,12238,1
Ajiringano,1,1,5.63,-0.13,232,437914,6,5,648,0
Achiaman,1,1,5.70,-0.33,236,122026,3,3,220,0
Achimota,1,1,5.62,-0.23,272,689820,3,3,220,0
Achimota Forest,1,1,5.62,-0.22,259,702116,3,3,220,0
Awchioma,3,1,5.77,-0.28,830,63716,3,3,220,0
New Achimota,1,1,5.63,-0.26,265,587895,3,3,220,0
Achiaman,1,1,5.70,-0.33,236,122026,4,3,250,0
Achimota,1,1,5.62,-0.23,272,689820,4,3,250,0
Achimota Forest,1,1,5.62,-0.22,259,702116,4,3,250,0
Awchioma,3,1,5.77,-0.28,830,63716,4,3,250,0
New Achimota,1,1,5.63,-0.26,265,587895,4,3,250,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,2719,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,2719,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,2719,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,2719,0
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,2719,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,2719,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,5,6,1903,0
East Ridge,1,1,5.56,-0.19,282,575806,3,2,1631,0
North Kaneshie,1,1,5.59,-0.24,331,810299,3,2,1631,0
North Ridge,1,1,5.57,-0.19,282,575806,3,2,1631,0
West Ridge,1,1,5.56,-0.20,298,623367,3,2,1631,0
Ajiringano,1,1,5.63,-0.13,232,437914,5,5,1350,0
Legion,1,1,5.65,-0.18,249,445789,3,3,1631,0
Legon,1,1,5.65,-0.18,249,445789,3,3,1631,0
Legion,1,1,5.65,-0.18,249,445789,5,5,1890,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1890,0
Achiaman,1,1,5.70,-0.33,236,122026,3,3,220,0
Achimota,1,1,5.62,-0.23,272,689820,3,3,220,0
Achimota Forest,1,1,5.62,-0.22,259,702116,3,3,220,0
Awchioma,3,1,5.77,-0.28,830,63716,3,3,220,0
New Achimota,1,1,5.63,-0.26,265,587895,3,3,220,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,3,3,12238,1
Ajiringano,1,1,5.63,-0.13,232,437914,6,5,648,0
Achiaman,1,1,5.70,-0.33,236,122026,4,3,250,0
Achimota,1,1,5.62,-0.23,272,689820,4,3,250,0
Achimota Forest,1,1,5.62,-0.22,259,702116,4,3,250,0
Awchioma,3,1,5.77,-0.28,830,63716,4,3,250,0
New Achimota,1,1,5.63,-0.26,265,587895,4,3,250,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,2719,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,2719,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,2719,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,2719,0
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,2719,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,2719,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,5,6,1903,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,3263,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,3263,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,3263,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,3263,0
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,3263,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,3263,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,1188,0
Legion,1,1,5.65,-0.18,249,445789,6,4,1920,0
Legon,1,1,5.65,-0.18,249,445789,6,4,1920,0
Cantonments,1,1,5.58,-0.18,259,678313,2,2,1359,0
Ajiringano,1,1,5.63,-0.13,232,437914,3,2,13500,1
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,4,2025,0
Legion,1,1,5.65,-0.18,249,445789,7,5,1087,0
Legon,1,1,5.65,-0.18,249,445789,7,5,1087,0
Legion,1,1,5.65,-0.18,249,445789,2,2,815,0
Legon,1,1,5.65,-0.18,249,445789,2,2,815,0
Achimota,1,1,5.62,-0.23,272,689820,7,5,810,0
New Achimota,1,1,5.63,-0.26,265,587895,7,5,810,0
Legion,1,1,5.65,-0.18,249,445789,5,5,1890,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1890,0
Cantonments,1,1,5.58,-0.18,259,678313,2,3,11500,1
Adentan,1,1,5.70,-0.17,249,214429,3,5,250,0
Abeka,1,1,5.60,-0.24,311,762968,5,3,170,0
Ablekuma,1,1,5.63,-0.10,219,291345,5,3,170,0
Abrekuma,1,1,5.63,-0.31,242,309887,5,3,170,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,120,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,10,6,4351,0
Kaneshie,1,1,5.57,-0.24,360,760346,5,4,815,0
North Kaneshie,1,1,5.59,-0.24,331,810299,5,4,815,0
North Labone Estate,1,1,5.57,-0.18,262,618458,5,4,815,0
Bortianor,1,1,5.51,-0.34,0,204399,5,3,160,0
Botiana,1,1,5.51,-0.34,0,204399,5,3,160,0
Legion,1,1,5.65,-0.18,249,445789,4,4,979,0
Legon,1,1,5.65,-0.18,249,445789,4,4,979,0
Ablemkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Ablenkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Kasoa,2,1,5.53,-0.42,246,16999,3,4,350,0
Abeka,1,1,5.60,-0.24,311,762968,5,3,170,0
Ablekuma,1,1,5.63,-0.10,219,291345,5,3,170,0
Abrekuma,1,1,5.63,-0.31,242,309887,5,3,170,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,120,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,10,6,4351,0
Kaneshie,1,1,5.57,-0.24,360,760346,5,4,815,0
North Kaneshie,1,1,5.59,-0.24,331,810299,5,4,815,0
North Labone Estate,1,1,5.57,-0.18,262,618458,5,4,815,0
Bortianor,1,1,5.51,-0.34,0,204399,5,3,160,0
Botiana,1,1,5.51,-0.34,0,204399,5,3,160,0
Legion,1,1,5.65,-0.18,249,445789,4,4,979,0
Legon,1,1,5.65,-0.18,249,445789,4,4,979,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,435,0
Ajiringano,1,1,5.63,-0.13,232,437914,3,3,326,0
Legon,1,1,5.65,-0.18,249,445789,3,3,200,0
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,2,3,200,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1087,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,2991,0
Legion,1,1,5.65,-0.18,249,445789,3,4,598,0
Legon,1,1,5.65,-0.18,249,445789,3,4,598,0
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,2,3,200,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1087,0
Legion,1,1,5.65,-0.18,249,445789,3,4,598,0
Legon,1,1,5.65,-0.18,249,445789,3,4,598,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,2991,0
Legion,1,1,5.65,-0.18,249,445789,4,5,815,0
Legon,1,1,5.65,-0.18,249,445789,4,5,815,0
Legion,1,1,5.65,-0.18,249,445789,5,6,815,0
Legon,1,1,5.65,-0.18,249,445789,5,6,815,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1087,0
Legion,1,1,5.65,-0.18,249,445789,3,4,598,0
Legon,1,1,5.65,-0.18,249,445789,3,4,598,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,2991,0
Legion,1,1,5.65,-0.18,249,445789,4,5,435,0
Legon,1,1,5.65,-0.18,249,445789,4,5,435,0
Legion,1,1,5.65,-0.18,249,445789,4,5,815,0
Legon,1,1,5.65,-0.18,249,445789,4,5,815,0
Legion,1,1,5.65,-0.18,249,445789,3,4,652,0
Legon,1,1,5.65,-0.18,249,445789,3,4,652,0
Legion,1,1,5.65,-0.18,249,445789,5,6,19036,1
Legon,1,1,5.65,-0.18,249,445789,5,6,19036,1
Legion,1,1,5.65,-0.18,249,445789,5,6,1196,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1196,0
Legion,1,1,5.65,-0.18,249,445789,3,4,435,0
Legon,1,1,5.65,-0.18,249,445789,3,4,435,0
Spintex Road,1,1,5.64,-0.10,219,306890,5,6,3263,0
Legion,1,1,5.65,-0.18,249,445789,3,4,761,0
Legon,1,1,5.65,-0.18,249,445789,3,4,761,0
Legon,1,1,5.65,-0.18,249,445789,2,2,707,0
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Legion,1,1,5.65,-0.18,249,445789,3,4,815,0
Legon,1,1,5.65,-0.18,249,445789,3,4,815,0
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,4,8158,1
Legion,1,1,5.65,-0.18,249,445789,3,4,543,0
Legon,1,1,5.65,-0.18,249,445789,3,4,543,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,24475,1
Legion,1,1,5.65,-0.18,249,445789,3,4,326,0
Legon,1,1,5.65,-0.18,249,445789,3,4,326,0
Legion,1,1,5.65,-0.18,249,445789,3,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,3,4,1631,0
West Legon Residential,1,1,5.65,-0.21,249,494494,3,4,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,5,19036,1
Legon,1,1,5.65,-0.18,249,445789,4,5,19036,1
Legion,1,1,5.65,-0.18,249,445789,5,6,979,0
Legon,1,1,5.65,-0.18,249,445789,5,6,979,0
Legion,1,1,5.65,-0.18,249,445789,2,4,543,0
Legon,1,1,5.65,-0.18,249,445789,2,4,543,0
Legion,1,1,5.65,-0.18,249,445789,4,5,815,0
Legon,1,1,5.65,-0.18,249,445789,4,5,815,0
Legion,1,1,5.65,-0.18,249,445789,3,3,407,0
Legon,1,1,5.65,-0.18,249,445789,3,3,407,0
Legion,1,1,5.65,-0.18,249,445789,3,4,652,0
Legon,1,1,5.65,-0.18,249,445789,3,4,652,0
Legion,1,1,5.65,-0.18,249,445789,5,6,19036,1
Legon,1,1,5.65,-0.18,249,445789,5,6,19036,1
Legion,1,1,5.65,-0.18,249,445789,3,4,1142,0
Legon,1,1,5.65,-0.18,249,445789,3,4,1142,0
Legion,1,1,5.65,-0.18,249,445789,5,6,870,0
Legon,1,1,5.65,-0.18,249,445789,5,6,870,0
West Legon Residential,1,1,5.65,-0.21,249,494494,5,6,870,0
Legion,1,1,5.65,-0.18,249,445789,5,6,1196,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1196,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2447,0
Legion,1,1,5.65,-0.18,249,445789,5,6,1196,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1196,0
Legion,1,1,5.65,-0.18,249,445789,3,4,435,0
Legon,1,1,5.65,-0.18,249,445789,3,4,435,0
Spintex Road,1,1,5.64,-0.10,219,306890,5,6,3263,0
Legion,1,1,5.65,-0.18,249,445789,3,4,761,0
Legon,1,1,5.65,-0.18,249,445789,3,4,761,0
Legon,1,1,5.65,-0.18,249,445789,2,2,707,0
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Legion,1,1,5.65,-0.18,249,445789,3,4,815,0
Legon,1,1,5.65,-0.18,249,445789,3,4,815,0
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Legion,1,1,5.65,-0.18,249,445789,3,4,543,0
Legon,1,1,5.65,-0.18,249,445789,3,4,543,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,4,8158,1
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,24475,1
Legion,1,1,5.65,-0.18,249,445789,3,4,326,0
Legon,1,1,5.65,-0.18,249,445789,3,4,326,0
Legion,1,1,5.65,-0.18,249,445789,3,4,435,0
Legon,1,1,5.65,-0.18,249,445789,3,4,435,0
Legion,1,1,5.65,-0.18,249,445789,2,2,652,0
Legon,1,1,5.65,-0.18,249,445789,2,2,652,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,13597,1
Spintex Road,1,1,5.64,-0.10,219,306890,5,5,14141,1
Legion,1,1,5.65,-0.18,249,445789,3,3,4351,1
Legon,1,1,5.65,-0.18,249,445789,3,3,4351,1
Legion,1,1,5.65,-0.18,249,445789,4,3,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,3,1087,0
Legion,1,1,5.65,-0.18,249,445789,2,2,180,0
Legon,1,1,5.65,-0.18,249,445789,2,2,180,0
Legion,1,1,5.65,-0.18,249,445789,3,3,1631,0
Legon,1,1,5.65,-0.18,249,445789,3,3,1631,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,2175,0
Legion,1,1,5.65,-0.18,249,445789,2,2,652,0
Legon,1,1,5.65,-0.18,249,445789,2,2,652,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,13597,1
Spintex Road,1,1,5.64,-0.10,219,306890,5,5,14141,1
Legion,1,1,5.65,-0.18,249,445789,3,3,4351,1
Legon,1,1,5.65,-0.18,249,445789,3,3,4351,1
Legion,1,1,5.65,-0.18,249,445789,5,6,1903,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1903,0
